ray_broadcast,2,1024,0.0024557113647460938,0.00029155876504190865
ray_broadcast,2,32768,0.0025844573974609375,0.0002861059506500653
ray_broadcast,2,1048576,0.0030068874359130858,0.00020640558319432253
ray_broadcast,2,33554432,0.07642617225646972,0.007735554773933546
ray_broadcast,2,1073741824,1.8693744659423828,0.09896169425058617
ray_gather,2,1024,0.0030545711517333983,0.0006505062670445117
ray_gather,2,32768,0.0026965618133544924,0.0006491477850800762
ray_gather,2,1048576,0.004084348678588867,0.0007667589246781537
ray_gather,2,33554432,0.13107242584228515,0.02251821435340968
ray_gather,2,1073741824,3.1516860485076905,0.06340479195937557
ray_reduce,2,1024,0.0023405075073242186,0.0007714631861773405
ray_reduce,2,32768,0.0024591922760009766,0.0005567609262958446
ray_reduce,2,1048576,0.0042988300323486325,0.0010011629141582427
ray_reduce,2,33554432,0.1325389862060547,0.03074953255382278
ray_reduce,2,1073741824,3.079935884475708,0.06865725783695933
ray_allreduce,2,1024,0.01159977912902832,0.000981026904534117
ray_allreduce,2,32768,0.010717248916625977,0.0009388488039690226
ray_allreduce,2,1048576,0.014451980590820312,0.002449274019014634
ray_allreduce,2,33554432,0.30051631927490235,0.044457658972267944
ray_allreduce,2,1073741824,7.3516088962554935,0.5253036891342872
ray_allgather,2,1024,0.0031515121459960937,0.00043866319677013133
ray_allgather,2,32768,0.003585195541381836,0.00037401659858261665
ray_allgather,2,1048576,0.004644441604614258,0.0002746453464333494
ray_allgather,2,33554432,0.14960918426513672,0.005246367925953739
ray_allgather,2,1073741824,4.065442895889282,0.2822939611209272
ray_sendrecv,2,1024,0.0020900249481201174,0.00046026508537859857
ray_sendrecv,2,32768,0.0022242069244384766,0.00040527741905275967
ray_sendrecv,2,1048576,0.003045511245727539,0.0004981777610331201
ray_sendrecv,2,33554432,0.06252517700195312,0.015208857787015376
ray_sendrecv,2,1073741824,1.6760380744934082,0.11248424420844973
