pytorch_broadcast,2,1024,0.00020475387573242186,2.103300544119575e-05
pytorch_broadcast,2,32768,0.00024566650390625,2.726933278593506e-05
pytorch_broadcast,2,1048576,0.0002125263214111328,3.110557576278105e-05
pytorch_broadcast,2,33554432,0.00024728775024414064,2.8826531689085556e-05
pytorch_broadcast,2,1073741824,0.00025272369384765625,8.073474107572024e-05
pytorch_reduce,2,1024,0.00025005340576171874,2.9814488788587153e-05
pytorch_reduce,2,32768,0.000220489501953125,4.593290940874868e-05
pytorch_reduce,2,1048576,0.00027675628662109374,6.067823567006321e-05
pytorch_reduce,2,33554432,0.00022459030151367188,6.60573514468008e-05
pytorch_reduce,2,1073741824,0.00021395683288574218,2.2079465631459835e-05
pytorch_allreduce,2,1024,0.00023741722106933593,5.195433519547529e-05
pytorch_allreduce,2,32768,0.0002723217010498047,3.578293550661391e-05
pytorch_allreduce,2,1048576,0.00025229454040527345,4.173820772494225e-05
pytorch_allreduce,2,33554432,0.00023217201232910155,3.473568055597196e-05
pytorch_allreduce,2,1073741824,0.00023670196533203124,5.668837799281608e-05
pytorch_allgather,2,1024,0.0004879474639892578,4.724457709384812e-05
pytorch_allgather,2,32768,0.0005822181701660156,6.289100707710716e-05
pytorch_allgather,2,1048576,0.0009967327117919923,0.00012588316742675963
pytorch_allgather,2,33554432,0.0011937141418457032,0.00017856602331583492
pytorch_allgather,2,1073741824,0.010202550888061523,0.0017424837836825663
